schedule.awayTeam.abbreviation,schedule.awayTeam.id,schedule.homeTeam.abbreviation,schedule.homeTeam.id,schedule.id,schedule.playedStatus,schedule.scheduleStatus,schedule.startTime,schedule.venue.id,schedule.venue.name,schedule.venueAllegiance,score.awayScoreTotal,score.homeScoreTotal
BOS,82,CHI,89,47952,COMPLETED,NORMAL,2018-12-09T01:00:00.000Z,28,United Center,HOME,133.0,77.0
LAL,105,MEM,107,47953,COMPLETED,NORMAL,2018-12-09T01:00:00.000Z,100,FedEx Forum,HOME,111.0,88.0
MIN,100,POR,97,47954,COMPLETED,NORMAL,2018-12-09T03:00:00.000Z,91,Moda Center,HOME,105.0,113.0
MIA,92,LAC,102,47955,COMPLETED,NORMAL,2018-12-09T03:30:00.000Z,25,Staples Center,HOME,121.0,98.0
NOP,110,DET,88,47956,COMPLETED,NORMAL,2018-12-09T20:30:00.000Z,145,Little Caesars Arena,HOME,116.0,108.0
MIL,90,TOR,81,47957,COMPLETED,NORMAL,2018-12-09T23:00:00.000Z,1,Scotiabank Arena,HOME,104.0,99.0
UTA,98,SAS,106,47958,COMPLETED,NORMAL,2018-12-10T00:00:00.000Z,99,AT&T Center,HOME,97.0,110.0
CHA,93,NYK,83,47959,COMPLETED,NORMAL,2018-12-10T00:30:00.000Z,12,Madison Square Garden,HOME,119.0,107.0
WAS,94,IND,87,47960,COMPLETED,NORMAL,2018-12-11T00:00:00.000Z,81,Bankers Life Fieldhouse,HOME,101.0,109.0
DET,88,PHI,85,47961,COMPLETED,NORMAL,2018-12-11T00:00:00.000Z,29,Wells Fargo Center,HOME,102.0,116.0
NOP,110,BOS,82,47962,COMPLETED,NORMAL,2018-12-11T00:30:00.000Z,27,TD Garden,HOME,100.0,113.0
SAC,103,CHI,89,47963,COMPLETED,NORMAL,2018-12-11T01:00:00.000Z,28,United Center,HOME,108.0,89.0
CLE,86,MIL,90,47964,COMPLETED,NORMAL,2018-12-11T01:00:00.000Z,84,BMO Bradley Harris Center,HOME,92.0,108.0
UTA,98,OKL,96,47965,COMPLETED,NORMAL,2018-12-11T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,113.0,122.0
ORL,95,DAL,108,47966,COMPLETED,NORMAL,2018-12-11T01:30:00.000Z,2,American Airlines Center,HOME,76.0,101.0
MEM,107,DEN,99,47967,COMPLETED,NORMAL,2018-12-11T02:00:00.000Z,19,Pepsi Center,HOME,99.0,105.0
LAC,102,PHX,104,47968,COMPLETED,NORMAL,2018-12-11T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,123.0,119.0
MIN,100,GSW,101,47969,COMPLETED,NORMAL,2018-12-11T03:30:00.000Z,95,Oracle Arena,HOME,108.0,116.0
MIA,92,LAL,105,47970,COMPLETED,NORMAL,2018-12-11T03:30:00.000Z,25,Staples Center,HOME,105.0,108.0
POR,97,HOU,109,47971,COMPLETED,NORMAL,2018-12-12T01:00:00.000Z,102,Toyota Center,HOME,104.0,111.0
PHX,104,SAS,106,47972,COMPLETED,NORMAL,2018-12-12T01:30:00.000Z,99,AT&T Center,HOME,86.0,111.0
TOR,81,LAC,102,47973,COMPLETED,NORMAL,2018-12-12T03:30:00.000Z,25,Staples Center,HOME,123.0,99.0
